Carat Weight;Cut;Color;Clarity;Polish;Symmetry;Report;class
"[1.3;1.6)";Very Good;G;VVS2;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;G;VVS1;VG;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VS2;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;G;VVS2;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;F;VVS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VS2;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VVS1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;H;VVS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;I;VS1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VVS2;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;D;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;I;VS2;VG;G;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;G;VVS1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;G;G;GIA;"[15000;20000)"
"[1.3;1.6)";Signature-Ideal;D;VS1;ID;ID;AGSL;"[15000;20000)"
"[1.3;1.6)";Ideal;G;VVS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;VVS2;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;G;VVS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Fair;H;VS2;EX;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VS1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;G;VVS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;EX;EX;GIA;"[15000;20000)"
"[1;1.2)";Very Good;D;IF;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;D;VS1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;I;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;D;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;ID;ID;AGSL;"[15000;20000)"
"[1.3;1.6)";Very Good;F;VVS2;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;F;VVS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;I;SI1;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;E;VVS1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;SI1;EX;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;D;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;EX;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Signature-Ideal;G;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;EX;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;F;VVS2;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;F;VS2;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Signature-Ideal;G;VS1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;D;SI1;EX;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;G;IF;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VVS2;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;G;SI1;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;SI1;EX;EX;AGSL;"[15000;20000)"
"[1.3;1.6)";Ideal;G;VVS2;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VS1;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;VVS2;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;EX;EX;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;F;VVS2;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;I;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;F;VS1;VG;VG;GIA;"[15000;20000)"
"[1;1.2)";Ideal;D;IF;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;E;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;VG;G;GIA;"[15000;20000)"
"[1.3;1.6)";Signature-Ideal;G;VVS2;ID;ID;AGSL;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VS1;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Good;F;VVS2;EX;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;F;VVS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;D;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Fair;H;VS2;EX;VG;AGSL;"[15000;20000)"
"[1.6;2.2)";Good;I;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;E;SI1;EX;G;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;F;VVS1;VG;G;GIA;"[15000;20000)"
"[1;1.2)";Very Good;D;IF;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VS1;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;G;VVS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;SI1;ID;ID;AGSL;"[15000;20000)"
"[1.3;1.6)";Ideal;G;IF;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;F;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;G;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;VS1;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS1;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;D;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;SI1;G;G;GIA;"[15000;20000)"
"[1;1.2)";Ideal;D;IF;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;I;VS1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;VS2;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1;1.2)";Good;D;IF;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Signature-Ideal;D;SI1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;F;SI1;G;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;D;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;E;VS2;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;D;VS1;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;VS2;EX;EX;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;G;SI1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;SI1;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;D;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;VS1;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;E;VVS2;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;G;VVS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;F;VS2;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;SI1;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;G;VVS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;VG;VG;GIA;"[15000;20000)"
"[2.2;3)";Very Good;I;SI1;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;VVS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;F;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;G;SI1;EX;EX;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VVS2;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;ID;ID;AGSL;"[15000;20000)"
"[1.3;1.6)";Ideal;E;VS2;EX;EX;GIA;"[15000;20000)"
"[1.2;1.3)";Signature-Ideal;E;IF;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Good;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;E;VS1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1;1.2)";Ideal;D;IF;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;SI1;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Good;E;VVS2;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Good;F;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;EX;EX;GIA;"[15000;20000)"
"[2.2;3)";Very Good;I;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;E;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;E;VS2;VG;VG;GIA;"[15000;20000)"
"[2.2;3)";Very Good;I;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;F;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;F;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;F;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;VG;EX;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1;1.2)";Very Good;D;IF;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;E;VVS1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;EX;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VVS2;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;F;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;G;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;E;VVS2;EX;EX;GIA;"[15000;20000)"
"[2.2;3)";Good;H;SI1;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Good;F;SI1;G;G;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;F;VVS2;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Signature-Ideal;F;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;EX;EX;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;EX;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Signature-Ideal;F;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;EX;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VVS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;G;VG;GIA;"[15000;20000)"
"[2.2;3)";Good;I;VS2;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;G;SI1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Signature-Ideal;H;VS1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VVS1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;EX;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;E;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;VVS1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;E;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;SI1;VG;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VVS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;SI1;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;F;VS1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;EX;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Signature-Ideal;G;IF;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;E;VVS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS1;VG;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;D;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;E;SI1;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;EX;EX;GIA;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;G;SI1;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Fair;D;SI1;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VVS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VS1;ID;ID;AGSL;"[15000;20000)"
"[1.3;1.6)";Very Good;F;VVS2;EX;EX;GIA;"[15000;20000)"
"[1;1.2)";Ideal;D;IF;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;EX;EX;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;EX;EX;GIA;"[15000;20000)"
"[1;1.2)";Very Good;D;IF;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;VS1;EX;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Signature-Ideal;I;SI1;ID;ID;AGSL;"[15000;20000)"
"[2.2;3)";Ideal;H;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VVS2;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;EX;G;GIA;"[15000;20000)"
"[2.2;3)";Very Good;I;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;G;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;SI1;VG;VG;GIA;"[15000;20000)"
"[2.2;3)";Very Good;H;SI1;VG;VG;GIA;"[15000;20000)"
"[2.2;3)";Ideal;I;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;VS2;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;SI1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;I;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;E;VS1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;H;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;EX;EX;AGSL;"[15000;20000)"
"[1.6;2.2)";Good;F;SI1;G;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;SI1;VG;VG;GIA;"[15000;20000)"
